"FASE","BIB","ARCERING","opt","ID","VRKL_KORT","VRKL_LANG","STATUS"
"","AVH","AVH-GRASTEGEL-SO","SO","399","grastegel","","*"
"","AVH","AVH-GRASTEGEL-SO","SO","166","grastegel","","*"
"","AVH","AVH-GRASTEGEL_STIP-SO","SO","167","grastegelmetpuntjes","","*"
"B","AVH","B-AVH-ASFALT-SOD","ASFALT-SOD","392","asfaltbestaand","","*"
"","AVH","AVH-ASFALT-SO","SO","367","asfalt","","*"
"","AVH","AVH-ASFALT-SO","SO","108","asfalt","","*"
"","AVH","AVH-ASFALT_LAAG1-SOD","SOD","273","asfaltdoorsnedelaag1","","*"
"","AVH","AVH-ASFALT_LAAG3-SOD","SOD","281","asfaltdoorsnedelaag3","","*"
"","AVH","AVH-ASFALT_FREESVAK-SO","SO","142","freesvak","","*"
"","AVH","AVH-ASFALT_LAAG2-SOD","SOD","280","asfaltdoorsnedelaag2","","*"
"","AVH","AVH-ASFALT_B-SO","SO","109","asfaltbestaand","","*"
"","AVH","AVH-HOUTSNIPPERS-SO","SO","405","houtsnippers","","*"
"","AVH","AVH-HOUTSNIPPERS-SO","SO","173","houtsnippers","","*"
"","AVH","AVH-BOUWWEG-SO","SO","121","bouwweg","","*"
"","AVH","AVH-BOUWWEG-SO","SO","417","bouwweg","","*"
"","AVH","AVH-GRAVEL-SO","SO","400","gravel","","*"
"","AVH","AVH-GRAVEL-SO","SO","279","gravel","","*"
"","AVH","AVH-HSTEEN-SO","SO","174","h-stenen","","*"
"","AVH","AVH-HSTEEN-SO","SO","406","h-stenen","","*"
"","AVH","AVH-DELTA-SO","SO","141","deltastenen","","*"
"","AVH","AVH-DELTA-SO","SO","419","deltastenen","","*"
"","AVH","AVH-NATUURSTEEN_LOSVERBAND_02-SO","SO","184","natuursteenlosverband02","","*"
"","AVH","AVH-NATUURSTEEN_01-SO","SO","179","natuursteen01","","*"
"","AVH","AVH-NATUURSTEEN_KINDERKOP-SO","SO","409","natuursteen_kinderkop","","*"
"","AVH","AVH-NATUURSTEEN_KINDERKOP-SO","SO","409","kinderkophalfsteensverband","","*"
"","AVH","AVH-NATUURSTEEN_KINDERKOP-SO","SO","177","natuursteen_kinderkop","","*"
"","AVH","AVH-NATUURSTEEN_KINDERKOP-SO","SO","177","kinderkophalfsteensverband","","*"
"","AVH","AVH-NATUURSTEEN-SO","SO","408","natuursteen","","*"
"","AVH","AVH-NATUURSTEEN-SO","SO","178","natuursteen","","*"
"","AVH","AVH-NATUURSTEEN_03-SO","SO","181","natuursteen03","","*"
"","AVH","AVH-NATUURSTEEN_04-SO","SO","182","natuursteen04","","*"
"","AVH","AVH-NATUURSTEEN_LOSVERBAND_01-SO","SO","183","natuursteenlosverband01","","*"
"","AVH","AVH-NATUURSTEEN_02-SO","SO","180","natuursteen02","","*"
"","AVH","AVH-GESLOTEN-SO","SO","278","gesloten","","*"
"","AVH","AVH-GESLOTEN-SO","SO","373","gesloten","","*"
"","AVH","AVH-GRASBETONSTEEN_02-SO","SO","162","grasbetonsteen02","","*"
"","AVH","AVH-GRASBETONSTEEN_04-SO","SO","164","grasbetonsteen04","","*"
"","AVH","AVH-GRASBETONSTEEN_01-SO","SO","161","grasbetonsteen01","","*"
"","AVH","AVH-GRASBETONSTEEN_03-SO","SO","163","grasbetonsteen03","","*"
"","AVH","AVH-GRASBETONSTEEN-SOD","SOD","397","grasbetonsteen","","*"
"","AVH","AVH-SPECIAAL_02-SO","SO","416","speciaal02","","*"
"","AVH","AVH-SPECIAAL_02-SO","SO","416","verbindingssteen","","*"
"","AVH","AVH-SPECIAAL_02-SO","SO","216","speciaal02","","*"
"","AVH","AVH-SPECIAAL_02-SO","SO","216","verbindingssteen","","*"
"","AVH","AVH-SPECIAAL_01-SO","SO","415","userpattern","","*"
"","AVH","AVH-SPECIAAL_01-SO","SO","415","speciaal01","","*"
"","AVH","AVH-SPECIAAL_01-SO","SO","215","userpattern","","*"
"","AVH","AVH-SPECIAAL_01-SO","SO","215","speciaal01","","*"
"","AVH","AVH-KALKZANDSTEEN-SO","SO","175","kalkzandsteen","","*"
"","AVH","AVH-KALKZANDSTEEN-SO","SO","407","kalkzandsteen","","*"
"","AVH","AVH-BASALT-SO","SO","393","basalt","","*"
"","AVH","AVH-BASALT-SO","SO","393","basaltverharding","","*"
"","AVH","AVH-BASALT-SO","SO","110","basalt","","*"
"","AVH","AVH-BASALT-SO","SO","110","basaltverharding","","*"
"","AVH","AVH-HALFVERHARDING_GRIND_02-SO","SO","170","grind02","","*"
"","AVH","AVH-HALFVERHARDING_GRIND-SOD","SOD","402","grind","","*"
"","AVH","AVH-HALFVERHARDING_SCHELPEN-SO","SO","403","schelpen","","*"
"","AVH","AVH-HALFVERHARDING_SCHELPEN-SO","SO","403","halfverharding","","*"
"","AVH","AVH-HALFVERHARDING_SCHELPEN-SO","SO","172","schelpen","","*"
"","AVH","AVH-HALFVERHARDING_SCHELPEN-SO","SO","172","halfverharding","","*"
"","AVH","AVH-HALFVERHARDING_GRIND_01-SO","SO","169","grind01","","*"
"","AVH","AVH-HALFVERHARDING-SO","SO","401","halfverharding","","*"
"","AVH","AVH-HALFVERHARDING-SO","SO","168","halfverharding","","*"
"","AVH","AVH-HALFVERHARDING_GRIND_03-SO","SO","171","grind03","","*"
"","AVH","AVH-PUINVERHARDING-SO","SO","414","puinverharding","","*"
"","AVH","AVH-PUINVERHARDING-SO","SO","197","puinverharding","","*"
"","AVH","AVH-BASALTON-SO","SO","368","grindbetonzuilenbasaltonnieuw","","*"
"","AVH","AVH-BASALTON-SO","SO","111","grindbetonzuilenbasaltonnieuw","","*"
"","AVH","AVH-GRASPLAAT-SO","SO","165","grasplaat","","*"
"","AVH","AVH-GRASPLAAT-SO","SO","165","grasplatenkunststof","","*"
"","AVH","AVH-GRASPLAAT-SO","SO","398","grasplaat","","*"
"","AVH","AVH-GRASPLAAT-SO","SO","398","grasplatenkunststof","","*"
"","AVH","AVH-COBBLESTONE-SO","SO","140","cobblestone","","*"
"","AVH","AVH-COBBLESTONE-SO","SO","418","cobblestone","","*"
"","AVH","AVH-ROOSTER-SO","SO","198","stalenroosters","","*"
"","AVH","AVH-ROOSTER-SO","SO","424","stalenroosters","","*"
"","AVH","AVH-SIERBESTRATING_02-SO","SO","214","sierbestrating02","","*"
"","AVH","AVH-SIERBESTRATING_02-SO","SO","426","sierbestrating02","","*"
"","AVH","AVH-SIERBESTRATING_01-SO","SO","213","sierbestrating01","","*"
"","AVH","AVH-SIERBESTRATING_01-SO","SO","425","sierbestrating01","","*"
"","AVH","AVH-GRAS_GESTABILISEERD-SO","SO","160","gestabiliseerdgras","","*"
"","ACO","ACO-HOUT_02-SODMM","SODMM","19","hout02","","*"
"","ACO","ACO-HOUT_03-SODMM","SODMM","20","hout03","","*"
"","ACO","ACO-HOUT_01-SODMM","SODMM","18","hout01","","*"
"","ACO","ACO-BETON_VOORGESP_PREFAB-SODMM","SODMM","12","prefabbeton","","*"
"","ACO","ACO-BETON_BALLAST-SODMM","SODMM","4","ballastbeton","","*"
"","ACO","ACO-BETON_GEWAPEND-SODMM","SODMM","6","gewapendbeton","","*"
"","ACO","ACO-BETON_DETAIL-SODMM","SODMM","5","betondetailraster","","*"
"","ACO","ACO-BETON_ONDERWATER-SODMM","SODMM","8","onderwaterbeton","","*"
"","ACO","ACO-BETON_IHWERKGESTORT-SODMM","SODMM","253","inhetwerkgestort","","*"
"","ACO","ACO-BETON_PREFAB-SODMM","SODMM","10","prefabbeton","","*"
"","ACO","ACO-BETON_ONGEWAPEND-SODMM","SODMM","9","ongewapendbeton","","*"
"","ACO","ACO-BETON_LICHT-SODMM","SODMM","7","ballastbetonlicht","","*"
"","ACO","ACO-BETON_VOORGESPANNEN-SODMM","SODMM","11","voorgespannenbeton","","*"
"","ACO","ACO-BETON_WERKVLOER-SODMM","SODMM","13","werkvloerbeton","","*"
"","ACO","ACO-STAAL-SODMM","SODMM","27","staal","","*"
"","ACO","ACO-BRANDWERING-SODMM","SODMM","14","brandwerendebekleding","","*"
"","ACO","ACO-METSELWERK-SODMM","SODMM","23","metselwerk","","*"
"","ACO","ACO-STORTSTEEN_01-SODMM","SODMM","30","stortsteen01","","*"
"","ACO","ACO-STORTSTEEN_03-SODMM","SODMM","32","stortsteen03","","*"
"","ACO","ACO-STORTSTEEN_02-SODMM","SODMM","31","stortsteen02","","*"
"","ACO","ACO-STORTSTEEN_04-SODMM","SODMM","33","stortsteen04","","*"
"","ACO","ACO-STORTSTEEN_05-SODMM","SODMM","34","stortsteen05","","*"
"","ACO","ACO-ISOLATIE-SODMM","SODMM","21","isolatie","","*"
"","ACO","ACO-RVS-SODMM","SODMM","274","rvs","","*"
"","ACO","ACO-GLAS-SODMM","SODMM","17","glas","","*"
"","ACO","ACO-NATUURSTEEN-SODMM","SODMM","24","natuursteen","","*"
"","ACO","ACO-SLOOPWERK-SODMM","SODMM","29","sloopwerk","","*"
"","ACO","ACO-BREUKSTEEN_01-SODMM","SODMM","15","breuksteen01","","*"
"","ACO","ACO-BREUKSTEEN_02-SODMM","SODMM","16","breuksteen02","","*"
"","ACO","ACO-BALLAST_01-SODMM","SODMM","1","ballast01","","*"
"","ACO","ACO-BALLAST_02-SODMM","SODMM","2","ballast02","","*"
"","ACO","ACO-BALLAST_GROF-SODMM","SODMM","3","ballast_grof","","*"
"","ACO","ACO-KUNSTSTOF-SODMM","SODMM","22","kunststof","","*"
"","ACO","ACO-RUBBER_OPLEGGING-SODMM","SODMM","26","rubberoplegging","","*"
"","ACO","ACO-RUBBER-SODMM","SODMM","25","rubber","","*"
"","AGR","AGR-GROND-SO","SO","48","grond/afdekgrond","","*"
"","AGR","AGR-GROND-SO","SO","376","grond/afdekgrond","","*"
"","AGR","AGR-HEESTERS-SO","SO","49","heesters","","*"
"","AGR","AGR-BOLLEN-SO","SO","35","bollen","","*"
"","AGR","AGR-BOMENGROND-SO","SO","36","bomengrond","","*"
"","AGR","AGR-BOMENGROND-SO","SO","374","bomengrond","","*"
"","AGR","AGR-BEPLANTING_SOORT_02-SO","SO","41","beplantingsoort02","","*"
"","AGR","AGR-BEPLANTING_SOORT_01-SO","SO","40","beplantingsoort01","","*"
"","AGR","AGR-WATERPLANTEN-SO","SO","63","waterplantenenoeverplanten","","*"
"","AGR","AGR-WISSELBEPLANTING-SO","SO","64","eenjarigenofwisselbeplanting","","*"
"","AGR","AGR-KRUIDEN-SO","SO","51","kruidenvegetatie","","*"
"","AGR","AGR-BOSPLANTSOEN-SO","SO","39","bosplantsoen","","*"
"","AGR","AGR-STRUWEEL-SO","SO","58","struweel","","*"
"","AGR","AGR-BOS-SO","SO","38","bos","","*"
"","AGR","AGR-PLANTGATVERBETERING_02-SO","SO","55","plantgatverbetering02","","*"
"","AGR","AGR-PLANTGATVERBETERING_01-SO","SO","54","plantgatverbetering01","","*"
"","AGR","AGR-GRAS_SPORTVELD-SO","SO","47","grassportveld","","*"
"","AGR","AGR-GRAS_GESTABILISEERD-SO","SO","46","gestabiliseerdgras","","*"
"","AGR","AGR-GRAS_01-SO","SO","42","gras01","","*"
"","AGR","AGR-GRAS_RUIGGRAS-SO","SO","44","ruiggras","","*"
"","AGR","AGR-GRAS_02-SO","SO","43","gras02","","*"
"","AGR","AGR-GRAS_GAZON-SO","SO","45","gazon","","*"
"","AGR","AGR-VERWIJDEREN-SO","SO","62","beplantingverwijderen","","*"
"","AGR","AGR-VERWIJDEREN-SO","SO","379","beplantingverwijderen","","*"
"","AGR","AGR-MOERAS-SO","SO","53","moerasarcering","","*"
"","AGR","AGR-SIERPLANTSOEN-SO","SO","57","sierplantsoen","","*"
"","AGR","AGR-TEELGROND-SOD","SOD","378","teelgrond","","*"
"","AGR","AGR-TEELGROND_01-SO","SO","59","teelgrond01","","*"
"","AGR","AGR-TEELGROND_02-SO","SO","60","teelgrond02","","*"
"","AGR","AGR-VASTEPLANTEN-SO","SO","61","vasteplanten","","*"
"","AGR","AGR-MAAIVELD-SO","SO","52","maaiveld","","*"
"","AGR","AGR-MAAIVELD-SO","SO","377","maaiveld","","*"
"","AGR","AGR-HOUTOPSTAND-SO","SO","50","houtopstand","","*"
"","AGR","AGR-RIET_01-SO","SO","56","riet01","","*"
"","AGR","AGR-RIET_03-SO","SO","381","riet03","","*"
"","AGR","AGR-RIET_02-SO","SO","380","riet02","","*"
"","AGR","AGR-BOMENZAND-SO","SO","37","bomenzand","","*"
"","AGR","AGR-BOMENZAND-SO","SO","375","bomenzand","","*"
"","AGR","AGR-SPORTVELD_GRAS_NATUUR-SO","SO","269","natuurgrassportveld","","*"
"","AGR","AGR-SPORTVELD_GRAS_KUNST-SO","SO","270","kunstgrassportveld","","*"
"","AMO","AMO-BODEM_KLEIIG-SOD","SOD","101","kleiig","","*"
"","AMO","AMO-BODEM_SILTIG-SOD","SOD","103","siltig","","*"
"","AMO","AMO-BODEM_HUMEUS-SOD","SOD","99","humeus","","*"
"","AMO","AMO-BODEM_GRIND-SOD","SOD","98","grind","","*"
"","AMO","AMO-BODEM_VEEN-SOD","SOD","104","veen","","*"
"","AMO","AMO-BODEM_ZAND-SOD","SOD","105","zand","","*"
"","AMO","AMO-BODEM_LEEM-SOD","SOD","102","leem","","*"
"","AMO","AMO-BODEM_ZANDIG-SOD","SOD","106","zandig","","*"
"","AMO","AMO-BODEM_KLEI-SOD","SOD","100","klei","","*"
"","AOG","AOG-BELEMMERING_LEIDINGSTROOK-SO","SO","384","belemmeringleidingstrook","","*"
"","AOG","AOG-BELEMMERING_LEIDINGSTROOK-SO","SO","272","belemmeringleidingstrook","","*"
"","AOG","AOG-BELEMMERING_OBJECT-SO","SO","259","belemmeringobject","","*"
"","AOG","AOG-BELEMMERING_OBJECT-SO","SO","385","belemmeringobject","","*"
"","AOG","AOG-BELEMMERING-SO","SO","383","belemmering","","*"
"","AOG","AOG-BELEMMERING-SO","SO","258","belemmering","","*"
"","AOG","AOG-BESCHERMDSTADSGEZICHT-SO","SO","260","aro-beschermdstadsgezicht","","*"
"","AOG","AOG-LUIFEL-SO","SO","257","aro-luifel","","*"
"","AOG","AOG-ZONE_HOOGSPANNINGSTRACE-SO","SO","389","zone_hoogspanningstrace","","*"
"","AOG","AOG-ZONE_HOOGSPANNINGSTRACE-SO","SO","389","aro-zone_hoogspanningstrace","","*"
"","AOG","AOG-ZONE_HOOGSPANNINGSTRACE-SO","SO","264","zone_hoogspanningstrace","","*"
"","AOG","AOG-ZONE_HOOGSPANNINGSTRACE-SO","SO","264","aro-zone_hoogspanningstrace","","*"
"","AOG","AOG-ZONE_GEVAARLIJKE_STOFFEN-SO","SO","388","aro-zone_gevaarlijke_stoffen","","*"
"","AOG","AOG-ZONE_GEVAARLIJKE_STOFFEN-SO","SO","388","zone_gevaarlijke_stoffen","","*"
"","AOG","AOG-ZONE_GEVAARLIJKE_STOFFEN-SO","SO","263","aro-zone_gevaarlijke_stoffen","","*"
"","AOG","AOG-ZONE_GEVAARLIJKE_STOFFEN-SO","SO","263","zone_gevaarlijke_stoffen","","*"
"","AOG","AOG-ZONE_LPG-SO","SO","391","lpgzone","","*"
"","AOG","AOG-ZONE_LPG-SO","SO","266","lpgzone","","*"
"","AOG","AOG-ZONE_LEIDINGSTROOK-SO","SO","390","aro-zone_leidingstrook","","*"
"","AOG","AOG-ZONE_LEIDINGSTROOK-SO","SO","390","zone_leidingstrook","","*"
"","AOG","AOG-ZONE_LEIDINGSTROOK-SO","SO","265","aro-zone_leidingstrook","","*"
"","AOG","AOG-ZONE_LEIDINGSTROOK-SO","SO","265","zone_leidingstrook","","*"
"","AOG","AOG-ZONE_ECOZONE-SO","SO","387","ecozone","","*"
"","AOG","AOG-ZONE_ECOZONE-SO","SO","262","ecozone","","*"
"","AOG","AOG-BORDES-SO","SO","256","aro-bordes","","*"
"","AOG","AOG-MILIEUBESCHERMINGSGEBIED-SO","SO","386","milieubeschermingsgebied","","*"
"","AOG","AOG-MILIEUBESCHERMINGSGEBIED-SO","SO","386","aro-milieubeschermingsgebied","","*"
"","AOG","AOG-MILIEUBESCHERMINGSGEBIED-SO","SO","261","milieubeschermingsgebied","","*"
"","AOG","AOG-MILIEUBESCHERMINGSGEBIED-SO","SO","261","aro-milieubeschermingsgebied","","*"
"","AOG","AOG-OVERB_ZONDER_KOPPELBALKEN-SO","SO","267","overbouwingzonderkoppelbalken","","*"
"","AOG","AOG-OVERB_MET_KOPPELBALKEN-SO","SO","268","overbouwingkoppelbalken","","*"
"","AKG","AKG-GRONDEIGENDOM_WATERSCHAP-SO","SO","93","eigendomwaterschap","","*"
"","AKG","AKG-GRONDEIGENDOM_PRORAIL-SO","SO","92","eigendomprorail","","*"
"","AKG","AKG-GRONDEIGENDOM_FINANCIEN-SO","SO","88","eigendomfinancien","","*"
"","AKG","AKG-GRONDEIGENDOM_GEMEENTE-SO","SO","91","eigendomgemeente","","*"
"","AKG","AKG-GRONDEIGENDOM_LANDBOUW-SO","SO","89","eigendomlandbouw","","*"
"","AKG","AKG-GRONDEIGENDOM_DOMEINEN-SO","SO","86","eigendomdomeinen","","*"
"","AKG","AKG-GRONDEIGENDOM_VENW-SO","SO","87","eigendomvenw","","*"
"","AKG","AKG-GRONDEIGENDOM_DEFENSIE-SO","SO","85","eigendomdefensie","","*"
"","AKG","AKG-GRONDEIGENDOM_PARTICUL_2-SO","SO","95","eigendomparticulier2","","*"
"","AKG","AKG-GRONDEIGENDOM_PROVINCIE-SO","SO","90","eigendomprovincie","","*"
"","AKG","AKG-GRONDEIGENDOM_PARTICUL_4-SO","SO","97","eigendomparticulier4","","*"
"","AKG","AKG-GRONDEIGENDOM_PARTICUL_1-SO","SO","94","eigendomparticulier1","","*"
"","AKG","AKG-GRONDEIGENDOM_PARTICUL_3-SO","SO","96","eigendomparticulier3","","*"
"","AKG","AKG-GRONDEIGENDOM_VROM-SO","SO","84","eigendomvrom","","*"
"","AGW","AGW-WERK_ONTGRAVEN-SO","SO","79","grondontgraven","","*"
"","AGW","AGW-WERK_ONTGRAVEN-SO","SO","366","grondontgraven","","*"
"","AGW","AGW-WERK_ONTGRAVEN_AANVULLEN-SO","SO","81","grondontgravenenaanvullen","","*"
"","AGW","AGW-WERK_ONTGRAVEN_AANVULLEN-SO","SO","382","grondontgravenenaanvullen","","*"
"","AGW","AGW-WERK_FREZEN_DIEPFREZEN-SOD","SOD","83","diepfrezen","","*"
"","AGW","AGW-WERK_AANVULLEN-SO","SO","80","grondaanvullen","","*"
"","AGW","AGW-WERK_AANVULLEN-SO","SO","364","grondaanvullen","","*"
"","AGW","AGW-WERK_FREZEN-SO","SO","82","frezen","","*"
"","AGW","AGW-WERK_FREZEN-SO","SO","365","frezen","","*"
"","AGW","AGW-NIETBAGGERVAK-SO","SO","284","nietbaggervak","","*"
"","AGW","AGW-GROND_ZAND_DRAINZAND-SOD","SOD","68","drainzand","","*"
"","AGW","AGW-GROND_ZAVEL-SO","SO","71","zavel","","*"
"","AGW","AGW-GROND_ZAVEL-SO","SO","363","zavel","","*"
"","AGW","AGW-GROND_ZAND-SO","SO","65","zand","","*"
"","AGW","AGW-GROND_ZAND-SO","SO","362","zand","","*"
"","AGW","AGW-GROND_ZAND_FUNDERINGSZAND-SOD","SOD","66","funderingszand","","*"
"","AGW","AGW-GROND_STABILISATIE-SO","SO","69","stabilisatie","","*"
"","AGW","AGW-GROND_STABILISATIE-SO","SO","358","stabilisatie","","*"
"","AGW","AGW-GROND_STEEN-SO","SO","78","steen","","*"
"","AGW","AGW-GROND_STEEN-SO","SO","359","steen","","*"
"","AGW","AGW-GROND_TEELAARDE-SO","SO","74","teelaarde","","*"
"","AGW","AGW-GROND_TEELAARDE-SO","SO","360","teelaarde","","*"
"","AGW","AGW-GROND_ZAND_CUNETZAND-SOD","SOD","67","cunetzand","","*"
"","AGW","AGW-GROND_GRIND-SO","SO","73","grind","","*"
"","AGW","AGW-GROND_GRIND-SO","SO","354","grind","","*"
"","AGW","AGW-GROND_SLIB-SO","SO","357","slib","","*"
"","AGW","AGW-GROND_SLIB-SO","SO","254","slib","","*"
"","AGW","AGW-GROND_KLEI-SO","SO","356","klei","","*"
"","AGW","AGW-GROND_KLEI-SO","SO","356","klein","","*"
"","AGW","AGW-GROND_KLEI-SO","SO","70","klei","","*"
"","AGW","AGW-GROND_KLEI-SO","SO","70","klein","","*"
"","AGW","AGW-GROND_AFVAL-SO","SO","76","afval","","*"
"","AGW","AGW-GROND_AFVAL-SO","SO","353","afval","","*"
"","AGW","AGW-GROND_KERNMATERIAAL-SO","SO","77","kernmateriaal","","*"
"","AGW","AGW-GROND_KERNMATERIAAL-SO","SO","355","kernmateriaal","","*"
"","AGW","AGW-GROND_VEEN-SO","SO","72","veen","","*"
"","AGW","AGW-GROND_VEEN-SO","SO","361","veen","","*"
"","AGW","AGW-BAGGERVAK-SO","SO","283","baggervak","","*"
"","AMW","AMW-METSELWERK-SOD","SOD","107","metselwerk","","*"
"","AIE","AIE-SPEELTOESTEL_VALZONE-SO","SO","271","speeltoestelvalzone","","*"